,price,bedrooms,sqft_living,grade
1150,492000,2,880,7
1151,425000,4,1930,7
1152,1955000,4,3120,8
1153,298900,3,1830,8
1154,699000,4,3230,10
1155,310000,2,700,6
1156,350000,3,1010,7
1157,790000,4,2460,7
1158,305000,4,2230,8
1159,315000,3,1570,7
1160,267500,5,2390,7
1161,1750000,4,3460,10
1162,435000,6,2400,8
1163,482500,6,2940,8
1164,5110800,5,8010,12
1165,439995,3,1570,7
1166,460000,3,1520,7
1167,194000,3,1070,7
1168,290000,2,440,5
1169,274700,4,2440,7
1170,900000,4,2660,8
1171,1150000,4,4460,11
1172,605000,3,2010,9
1173,359000,3,1450,7
1174,850000,3,1400,7
1175,505000,3,1500,8
1176,565000,3,2500,9
1177,585000,2,1280,7
1178,328000,4,3380,7
1179,749950,4,2910,9
1180,826000,4,3060,9
1181,535000,3,1330,7
1182,925000,4,3300,10
1183,875000,3,3250,10
1184,902000,4,2530,9
1185,423000,3,1830,7
1186,235000,3,1170,6
1187,545000,2,2930,8
1188,343000,2,1230,7
1189,334950,3,1620,8
1190,405000,3,1760,7
1191,220000,4,1440,7
1192,173000,2,1740,6
1193,655000,3,1270,7
1194,406000,2,880,6
1195,632000,6,2560,7
1196,357000,5,1540,7
1197,361000,3,1150,7
1198,277000,2,770,6
1199,630000,4,4610,10
1200,254000,3,1850,8
1201,472800,3,1840,8
1202,263000,3,1490,6
1203,510000,3,1490,6
1204,179950,3,960,7
1205,525000,4,1580,8
1206,479000,3,1260,8
1207,651000,3,1940,7
1208,949000,4,2490,8
1209,392400,5,2520,7
1210,585000,4,1760,7
1211,460000,4,4190,7
1212,470000,3,1170,7
1213,245000,3,1600,7
1214,500000,4,2760,8
1215,455000,3,2090,8
1216,485500,4,2320,7
1217,1875000,5,4110,9
1218,100000,2,770,7
1219,307000,3,1410,7
1220,475000,4,3660,10
1221,330000,4,2180,7
1222,130000,3,1110,7
1223,320000,3,2280,8
1224,735000,4,2820,9
1225,365000,4,1570,7
1226,234000,3,1200,7
1227,211000,4,1710,7
1228,680000,6,3000,8
1229,457000,4,2800,8
1230,349000,3,1640,7
1231,360000,3,2030,7
1232,350000,4,2530,8
1233,208000,3,990,6
1234,250275,2,790,6
1235,435000,2,790,6
1236,270000,3,1800,6
1237,438000,3,1650,7
1238,659000,4,1980,8
1239,645000,4,2340,7
1240,685100,4,2790,9
1241,350000,7,2800,7
1242,375000,2,1840,6
1243,170000,3,1350,7
1244,880000,4,3030,9
1245,410500,4,1980,8
1246,780000,4,3690,10
1247,1225000,5,3732,10
1248,449000,2,1510,8
1249,546000,3,2000,7
1250,317000,3,1760,7
1251,276900,3,1270,7
1252,399000,5,2620,8
1253,495000,5,2630,8
1254,258000,3,2270,8
1255,600000,2,2410,7
1256,265000,3,1120,8
1257,321000,5,3030,7
1258,682000,5,2120,7
1259,295700,4,1720,8
1260,609000,4,2150,9
1261,995000,3,4380,9
1262,530000,3,2010,8
1263,614000,5,3150,8
1264,390000,3,2500,8
1265,467000,3,1690,7
1266,484000,6,3300,8
1267,340000,3,1240,8
1268,302495,3,2200,8
1269,532500,3,1620,7
1270,441500,3,2420,8
1271,470000,4,2680,7
1272,2300000,4,4250,9
1273,590000,3,2400,9
1274,320000,3,2300,8
1275,363000,2,920,8
1276,747500,4,2350,9
1277,750000,2,2630,8
1278,831000,4,2170,9
1279,403000,3,1700,7
1280,445000,3,2470,7
1281,345000,3,1250,7
1282,2260000,3,3110,10
1283,371025,3,1530,7
1284,355000,2,960,6
1285,270000,3,1240,7
1286,425000,4,2440,7
1287,364808,3,2320,8
1288,320000,3,1580,8
1289,325000,4,2963,9
1290,350000,3,2470,8
1291,170000,3,1370,6
1292,255000,2,960,6
1293,550000,3,1130,7
1294,835000,4,4930,12
1295,420000,3,1150,6
1296,925000,4,2190,8
1297,389250,2,1490,7
1298,748000,3,2600,8
1299,284000,3,1530,7
1300,588000,4,1680,7
1301,372500,3,1680,7
1302,285000,4,1900,7
1303,360000,3,1570,7
1304,275000,3,1370,7
1305,428000,2,1350,8
1306,847000,6,3010,8
1307,316000,3,1010,6
1308,375000,3,2050,8
1309,533000,3,1670,7
1310,556000,5,3840,11
1311,225000,4,2220,7
1312,537250,4,2590,8
1313,255000,3,1180,7
1314,530000,4,2950,7
1315,5300000,6,7390,12
1316,595000,3,2150,9
1317,548000,4,2100,7
1318,234975,3,1650,7
1319,600000,3,1620,9
1320,432000,4,1750,7
1321,455000,3,1380,7
1322,279950,3,1510,7
1323,267500,3,1600,7
1324,620000,4,1840,8
1325,110000,2,830,6
1326,625000,3,1810,8
1327,389000,2,910,7
1328,1200000,4,2120,9
1329,788500,4,2510,8
1330,567000,5,2100,8
1331,515000,2,2690,8
1332,605000,4,2430,8
1333,430000,4,2452,7
1334,805000,2,1550,7
1335,567500,3,2080,8
1336,647500,3,1290,7
1337,495000,2,1850,7
1338,825000,4,3370,9
1339,435000,4,2730,8
1340,445950,3,1300,7
1341,960000,5,3040,10
1342,780000,4,2440,8
1343,274500,3,1720,8
1344,729953,5,3230,8
1345,464950,3,1200,8
1346,620000,4,2350,8
1347,735000,4,3100,9
1348,450000,4,2040,8
1349,450000,4,2000,7
1350,842500,4,2160,9
1351,360000,3,1970,7
1352,585000,3,2270,8
1353,461000,3,1850,7
1354,345000,2,1350,7
1355,1075000,3,3280,10
1356,643000,4,2270,8
1357,690000,4,2820,9
1358,282000,4,1200,7
1359,549000,3,2000,8
1360,815000,3,2310,9
1361,2200000,5,4640,8
1362,700000,3,2330,8
1363,933399,3,3940,9
1364,290000,3,1440,7
1365,372000,4,1960,7
1366,450000,2,1250,7
1367,303700,3,1981,8
1368,672000,4,2440,9
1369,334000,4,1150,6
1370,260000,2,1120,6
1371,749950,3,1800,8
1372,330000,4,2380,8
1373,830000,5,2920,8
1374,1131000,3,2790,8
1375,320000,3,1560,6
1376,260000,2,1550,7
1377,225000,3,1700,6
1378,279200,1,640,5
1379,520000,4,2680,8
1380,505000,3,1860,8
1381,234000,3,1490,7
1382,503000,4,2470,9
1383,606000,4,2390,8
1384,433500,3,1230,7
1385,250000,3,2840,8
1386,719000,3,2120,9
1387,381000,3,1770,8
1388,267000,3,2495,8
1389,275000,1,1170,7
1390,651000,4,2740,8
1391,439000,2,1050,7
1392,325000,2,1130,7
1393,490000,2,880,7
1394,519900,4,2403,9
1395,545000,4,3410,9
1396,1062500,4,5320,11
1397,542000,4,1900,7
1398,465000,4,1810,7
1399,408000,2,1200,8
1400,292000,4,2060,8
1401,253000,3,1250,7
1402,280000,2,910,6
1403,658588,3,2560,10
1404,635000,4,1920,8
1405,439000,4,2240,8
1406,300000,3,1260,8
1407,345000,3,1360,8
1408,283500,4,2100,8
1409,425000,2,2110,7
1410,685000,3,2210,8
1411,750000,3,2360,8
1412,245000,4,1280,6
1413,585444,6,2740,7
1414,706000,4,2740,9
1415,445000,4,2630,7
1416,241000,3,1650,7
1417,1175000,2,1770,8
1418,530000,3,1500,7
1419,350000,3,1430,7
1420,1700000,4,3190,10
1421,389000,3,1280,7
1422,799000,4,2390,7
1423,1400000,4,4040,9
1424,340895,2,920,7
1425,780000,4,2730,9
1426,350000,2,1320,7
1427,470000,3,2620,7
1428,914600,4,3180,11
1429,354000,4,2900,8
1430,470000,5,1900,6
1431,715000,3,1760,7
1432,265000,2,760,6
1433,2537000,4,3710,10
1434,640000,3,1530,7
1435,290000,4,1990,7
1436,480000,5,3830,8
1437,535000,3,2040,7
1438,907000,3,2170,8
1439,459000,3,1620,7
1440,1355000,3,3600,9
1441,264950,3,1470,7
1442,352950,3,1760,6
1443,491500,3,2230,8
1444,1229000,4,3770,10
1445,369500,3,1200,7
1446,566000,3,2090,9
1447,290000,3,1500,7
1448,5350000,5,8000,12
1449,180000,3,870,6
1450,215000,2,1010,6
1451,302000,2,1010,6
1452,352500,3,1860,7
1453,235867,4,1330,5
1454,500000,3,1760,8
1455,382000,3,1800,7
1456,515000,5,1690,7
1457,250000,1,660,6
1458,672500,3,2400,7
1459,755000,3,3020,9
1460,707500,3,1500,7
1461,459000,4,1560,6
1462,140000,3,1090,7
1463,495000,2,970,7
1464,757000,3,3190,9
1465,765000,3,3190,9
1466,359000,4,1890,7
1467,440000,3,1050,6
1468,400000,4,1390,7
1469,652000,3,1700,7
1470,260000,3,1050,7
1471,1328000,5,3340,9
1472,519500,4,1540,6
1473,650000,3,1710,7
1474,280000,4,2100,8
1475,515000,4,1730,8
1476,400000,3,1500,7
1477,652100,3,2380,9
1478,235000,6,2180,7
1479,701000,4,1840,8
1480,640000,4,2341,9
1481,455800,3,1690,7
1482,504750,3,2490,8
1483,483000,3,2440,9
1484,530000,3,920,6
1485,250000,2,1030,6
1486,229950,5,2000,7
1487,884744,4,4210,9
1488,514000,3,1610,7
1489,532000,3,1910,8
1490,423000,4,2660,8
1491,420000,2,820,6
1492,521000,3,1730,8
1493,577000,4,2360,8
1494,425000,3,970,7
1495,495000,4,2460,8
1496,340000,3,2690,9
1497,499950,3,1820,8
1498,1218000,4,3470,9
1499,720000,4,3370,8
1500,249000,3,1700,7
1501,206135,3,1340,7
1502,300000,5,2000,7
1503,612000,6,3840,8
1504,1102030,5,3890,10
1505,230000,4,1220,7
1506,850000,3,2280,8
1507,355000,4,2770,7
1508,442000,4,2520,9
1509,399000,4,3060,8
1510,360000,4,2390,9
1511,390000,3,1320,8
1512,413000,5,2900,8
1513,190000,2,700,6
1514,432900,3,2210,8
1515,621138,3,2180,9
1516,270000,3,2080,7
1517,610000,4,2090,8
1518,500000,3,1720,7
1519,715000,4,2460,8
1520,264000,3,1470,7
1521,550000,3,1650,8
1522,337000,3,1690,8
1523,170000,3,970,6
1524,405000,4,2030,7
1525,775000,4,2540,10
1526,425000,3,1570,7
1527,713000,5,2580,8
1528,555000,5,2090,8
1529,810000,4,3260,9
1530,1250000,4,3830,11
1531,819000,3,2130,8
1532,409900,3,1690,8
1533,935000,2,1780,9
1534,657500,4,1620,7
1535,900000,6,4210,9
1536,932800,5,2980,9
1537,391000,3,1490,8
1538,420000,4,2110,8
1539,1300000,6,6563,10
1540,415000,3,1510,8
1541,350000,3,1830,8
1542,375000,2,1230,7
1543,860000,3,2180,8
1544,495000,4,2220,8
1545,250000,4,1730,7
1546,365000,4,1990,8
1547,503000,3,1540,7
1548,150000,2,1100,6
1549,450000,4,1640,7
1550,355000,4,2590,8
1551,245000,3,1450,7
1552,265900,3,1180,7
1553,299000,4,1820,7
1554,957500,4,2360,10
1555,343000,3,1120,7
1556,307500,3,1646,7
1557,937500,5,4210,10
1558,610000,3,2480,8
1559,720000,3,1590,8
1560,610000,4,2130,7
1561,434500,3,1650,7
1562,602500,2,3090,10
1563,607010,4,2180,8
1564,610000,3,1800,7
1565,828500,4,3720,10
1566,199990,3,1100,6
1567,294000,3,1530,7
1568,789500,4,3010,9
1569,797000,3,3500,10
1570,539950,5,3100,7
1571,284950,4,2000,7
1572,776500,4,2290,7
1573,525000,4,2400,7
1574,303000,3,1850,8
1575,722080,3,3680,9
1576,140000,3,1060,7
1577,235000,3,1060,7
1578,440000,3,1610,7
1579,605000,3,2330,7
1580,380000,2,1210,8
1581,352000,4,1530,7
1582,420000,4,2270,7
1583,1175000,4,2590,10
1584,1375000,3,1850,8
1585,300000,3,1500,6
1586,1150000,4,4740,11
1587,453500,2,1710,7
1588,443500,3,1920,8
1589,332000,2,1150,7
1590,655000,3,2320,8
1591,475000,4,1420,7
1592,372500,3,1550,7
1593,1050000,4,2920,8
1594,500000,3,1620,7
1595,900000,6,2300,9
1596,327500,3,1070,7
1597,390000,3,1790,7
1598,451101,2,1510,8
1599,455000,4,1340,7
1600,650000,4,3350,10
1601,895000,3,2500,10
1602,800000,4,2350,7
1603,703770,4,2550,9
1604,249950,3,1320,7
1605,512000,2,1270,6
1606,780000,5,3480,8
1607,336000,3,2820,8
1608,285000,3,2110,6
1609,229900,3,1100,7
1610,667500,4,1920,8
1611,378000,4,1890,7
1612,454000,3,2530,8
1613,537500,4,2550,7
1614,425000,3,1550,6
1615,290000,3,1760,7
1616,349500,3,1270,7
1617,370000,3,1250,7
1618,549500,3,1620,8
1619,245000,2,710,6
1620,208000,3,1070,7
1621,248000,4,2320,8
1622,610000,4,5450,9
1623,550000,4,1670,8
1624,750000,3,3010,10
1625,192000,2,1340,6
1626,169317,2,790,7
1627,1198000,4,3400,10
1628,880000,2,1530,7
1629,210000,1,930,6
1630,180500,3,1540,7
1631,540000,4,1990,9
1632,520000,3,2300,9
1633,177500,3,1220,7
1634,415000,3,2380,8
1635,495000,4,2020,7
1636,325000,3,1890,8
1637,440000,2,1330,7
1638,411000,3,1490,7
1639,810000,5,3550,9
1640,561750,5,2040,7
1641,835100,4,2380,9
1642,450000,3,1780,8
1643,238000,3,1650,7
1644,299000,3,1510,7
1645,570000,2,1100,7
1646,340000,3,2190,8
1647,450000,2,1760,6
1648,272750,4,1800,7
1649,520000,4,2000,6
1650,284950,3,990,7
1651,255000,2,1480,7
1652,231500,2,1200,7
1653,415000,1,3000,8
1654,330000,4,3504,7
1655,365000,3,1300,7
1656,425000,4,1330,7
1657,400000,4,1850,7
1658,335000,4,2240,9
1659,342000,3,1260,7
1660,490000,8,2800,8
1661,331500,4,1820,7
1662,960000,3,1730,8
1663,720500,4,3350,9
1664,830000,3,3370,8
1665,662990,3,1240,7
1666,220000,4,2340,6
1667,349950,5,1880,7
1668,550000,3,1810,7
1669,396000,3,2340,6
1670,635000,4,2820,7
1671,293000,3,1020,7
1672,339000,3,2090,7
1673,285000,4,1830,7
1674,775000,6,2980,7
1675,224000,4,1600,7
1676,2250000,4,4440,10
1677,165050,3,1200,7
1678,275000,3,1230,7
1679,445000,5,2930,7
1680,510000,3,2370,8
1681,1230000,4,3040,9
1682,390000,3,1610,7
1683,460000,3,2350,8
1684,700000,3,2000,8
1685,874150,4,3530,10
1686,470000,3,2220,8
1687,374000,3,2000,6
1688,510000,2,1210,7
1689,467000,2,1140,8
1690,576000,4,2440,8
1691,196440,3,1560,6
1692,825000,4,3210,10
1693,281000,2,930,7
1694,326000,3,1782,7
1695,340000,3,1740,7
1696,440000,5,3690,9
1697,749000,4,2930,9
1698,340000,4,1230,7
1699,561000,3,2000,7
1700,270000,3,1520,7
1701,600000,2,1040,7
1702,219900,4,1120,6
1703,617000,3,3020,8
1704,469000,3,1820,8
1705,229000,3,1370,7
1706,1265000,4,3130,9
1707,365000,3,1640,7
1708,429000,4,2650,9
1709,550000,4,2850,9
1710,453000,3,1820,7
1711,187500,3,1180,7
1712,520500,6,1880,7
1713,300000,3,1280,7
1714,799000,4,3120,9
1715,338000,3,2470,8
1716,800000,3,1700,8
1717,360000,2,1180,6
1718,442500,6,2800,7
1719,700000,4,1300,6
1720,830000,5,3040,9
1721,360400,3,1630,8
1722,345000,3,1340,7
1723,300000,3,1830,7
1724,350000,3,1240,7
1725,368000,4,2500,7
1726,264000,3,1760,8
1727,435000,3,2660,9
1728,200000,3,2060,6
1729,620000,5,2540,8
1730,1679000,5,4830,10
1731,337000,3,1400,7
1732,1928000,4,4280,11
1733,544500,4,2230,7
1734,252000,1,680,6
1735,445000,4,2340,8
1736,379500,3,2070,7
1737,189950,4,1910,6
1738,469000,3,950,6
1739,600000,5,2910,7
1740,785000,3,2930,9
1741,372000,4,2610,8
1742,445000,5,3880,7
1743,508000,4,3320,8
1744,780000,5,1940,8
1745,541100,4,2510,9
1746,729000,4,2660,9
1747,397000,3,1710,7
1748,451555,2,1320,6
1749,300000,2,960,6
1750,416000,3,1790,7
1751,490000,2,950,6
1752,480000,6,2940,7
1753,368000,2,930,7
1754,1038000,3,4570,12
1755,545000,3,2370,8
1756,850000,5,3430,10
1757,550000,4,3540,10
1758,600000,3,2240,9
1759,535000,4,2710,8
1760,599950,3,2660,8
1761,531000,5,2540,8
1762,530000,4,2210,8
1763,597326,4,3570,10
1764,805000,4,3450,9
1765,390000,4,2330,8
1766,487250,4,1690,7
1767,301000,3,1030,7
1768,1175000,5,2560,8
1769,299000,4,1950,7
1770,2350000,4,4370,10
1771,400000,4,2350,7
1772,467500,4,3160,7
1773,305000,4,2430,8
1774,210000,3,1340,5
1775,300000,3,1010,6
1776,327500,3,1770,8
1777,269000,3,1210,7
1778,975000,4,3330,9
1779,355000,3,1240,7
1780,712000,3,1250,7
1781,883000,4,2960,10
1782,190000,2,840,6
1783,443000,3,1530,7
1784,920000,4,3750,10
1785,285000,4,2150,7
1786,901000,4,1560,7
1787,552500,3,2040,7
1788,256000,2,860,6
1789,341000,3,1720,7
1790,279000,4,2090,7
1791,686000,4,2130,8
1792,225000,2,1300,6
1793,215500,2,1220,6
1794,950000,4,2420,7
1795,503000,4,2940,9
1796,780000,3,2610,9
1797,212000,4,1880,6
1798,580000,4,2330,7
1799,465000,4,2200,7
1800,206000,4,1720,7
1801,615000,3,2250,9
1802,519000,4,1640,6
1803,1135000,4,4130,11
1804,330000,5,2600,7
1805,240000,4,1920,8
1806,574000,3,2060,9
1807,930000,4,5710,11
1808,850000,4,2720,8
1809,415000,3,1490,7
1810,480000,3,2360,7
1811,300000,5,1940,7
1812,439000,4,2570,8
1813,450000,3,1160,7
1814,589000,3,2660,8
1815,477000,3,1260,7
1816,587500,4,1780,8
1817,1315000,4,3180,10
1818,1430000,4,3380,10
1819,700000,4,2690,9
1820,275000,2,1180,6
1821,367500,3,1660,7
1822,453250,4,2260,7
1823,607000,5,1910,8
1824,255000,4,2430,7
1825,501000,2,1300,7
1826,450000,3,1060,7
1827,360000,3,2200,8
1828,460000,4,1720,7
1829,753000,3,2360,7
1830,389950,2,820,6
1831,469000,2,1030,7
1832,550000,4,2030,9
1833,565000,5,2700,6
1834,189650,2,1100,6
1835,1525000,4,3620,11
1836,260000,3,1340,7
1837,243000,3,1790,7
1838,1100000,4,3830,9
1839,249000,3,1580,7
1840,720000,2,2020,7
1841,905000,4,3330,10
1842,824500,4,2610,7
1843,762500,4,2610,8
1844,580000,3,1740,8
1845,380000,3,1840,8
1846,805000,3,1080,7
1847,520000,4,1240,7
1848,1569500,5,5620,11
1849,175000,2,1170,6
1850,353500,4,1760,7
1851,500000,4,2230,8
1852,386500,3,1520,7
1853,210000,2,1450,7
1854,439500,3,1600,7
1855,315000,5,3220,8
1856,339000,4,1830,7
1857,655000,4,2200,8
1858,740000,2,2170,8
1859,685000,5,1900,7
1860,550000,5,2960,7
1861,405000,2,1710,7
1862,765000,4,2620,9
1863,625000,3,2140,8
1864,207000,4,2100,6
1865,370000,4,2100,6
1866,475000,3,1460,8
1867,365000,2,990,7
1868,411800,4,2190,7
1869,668000,5,3990,9
1870,618000,3,2340,9
1871,247500,4,2460,7
1872,345000,5,2080,7
1873,616300,3,1700,7
1874,348000,3,1330,7
1875,425000,3,1630,7
1876,850000,5,2920,8
1877,820000,5,2830,9
1878,832000,4,3190,10
1879,835000,3,1490,8
1880,350000,3,1630,8
1881,349000,4,2280,7
1882,1125000,6,3010,9
1883,320000,3,1590,7
1884,150000,3,1250,7
1885,340000,3,1710,6
1886,785500,4,3280,10
1887,410500,4,3362,8
1888,580000,3,2200,9
1889,345000,2,830,7
1890,550000,3,2160,7
1891,449500,4,2580,8
1892,300000,3,2150,6
1893,915000,4,3510,10
1894,1575000,4,3810,11
1895,599000,4,2020,8
1896,755000,4,2120,7
1897,400000,3,1250,7
1898,133000,3,980,7
1899,330000,4,1250,7
1900,330000,4,1100,6
1901,375000,3,1330,6
1902,485000,4,2560,7
1903,470000,4,1850,7
1904,1045000,4,2790,8
1905,548800,4,1660,7
1906,315000,2,1080,6
1907,590000,3,3030,7
1908,439950,4,2380,7
1909,325000,3,2250,8
1910,400000,2,880,6
1911,685000,4,2770,10
1912,339950,3,1340,7
1913,315000,3,1660,7
1914,411753,3,1710,7
1915,577000,2,1620,7
1916,500000,3,1530,8
1917,210000,3,1440,7
1918,640000,4,2020,7
1919,460000,4,1870,7
1920,265000,2,620,6
1921,740000,5,5774,11
1922,230000,3,1240,6
1923,315000,3,1890,7
1924,432000,3,2410,8
1925,467000,3,1530,8
1926,255000,5,2800,7
1927,316500,3,1460,7
1928,190000,4,1580,7
1929,490000,3,1450,8
1930,378000,4,1990,7
1931,598800,6,4470,9
1932,333800,5,1980,7
1933,690000,4,2920,9
1934,320000,4,1660,6
1935,1249000,4,3190,9
1936,335000,3,1560,7
1937,840000,3,3050,8
1938,608250,4,3030,8
1939,550000,3,2260,7
1940,240000,3,1260,7
1941,998000,3,3370,9
1942,275000,3,1490,8
1943,284200,3,1570,7
1944,1715000,4,4490,10
1945,2400000,4,4090,11
1946,930800,5,4150,10
1947,930000,4,2900,8
1948,215000,4,1430,7
1949,480000,2,1008,6
1950,483945,2,1480,6
1951,347000,3,1240,7
1952,232500,3,1370,7
1953,390000,4,1770,8
1954,550000,3,2160,8
1955,590000,4,2340,9
1956,420850,1,960,5
1957,345000,4,2280,7
1958,429800,3,1970,8
1959,302000,4,1530,7
1960,800000,4,1790,8
1961,250000,3,1700,8
1962,605000,3,2660,7
1963,412000,3,1950,8
1964,252000,3,1340,6
1965,375000,3,1130,7
1966,725000,2,1950,7
1967,471750,5,3790,8
1968,490000,4,2020,7
1969,439000,2,800,7
1970,355000,4,1770,6
1971,250000,1,940,6
1972,780000,4,2260,10
1973,409000,2,890,6
1974,420000,2,860,6
1975,200000,1,680,5
1976,830000,2,2130,7
1977,695000,3,2390,9
1978,815000,4,3488,10
1979,210000,3,1260,7
1980,635000,3,2940,8
1981,562500,4,2440,9
1982,402500,4,2600,10
1983,555000,3,2080,7
1984,310000,3,1990,7
1985,500000,4,2840,9
1986,430000,6,2630,7
1987,1600000,3,2820,10
1988,627500,4,1560,7
1989,335000,4,2330,8
1990,962000,4,3320,8
1991,299000,3,1730,7
1992,399950,4,3110,8
1993,322000,3,1230,7
1994,430000,2,950,7
1995,307000,3,1890,7
1996,194000,3,1010,6
1997,180000,3,1010,6
1998,465000,4,2340,8
1999,722500,4,2460,9
2000,470450,2,1010,7
2001,280000,3,1650,7
2002,176250,4,1440,7
2003,560000,5,1710,7
2004,830000,3,2760,10
2005,276900,2,1350,7
2006,625000,3,1660,7
2007,1015000,4,2960,8
2008,463500,1,1090,6
2009,485000,3,3110,9
2010,272000,3,1380,7
2011,305000,2,1290,7
2012,760000,3,1980,7
2013,387500,2,870,7
2014,352000,4,2470,8
2015,507000,3,2140,8
2016,156000,3,770,6
2017,580000,3,1490,8
2018,630000,4,2510,8
2019,275000,5,1950,7
2020,835000,5,3600,8
2021,340000,4,2380,8
2022,329350,2,720,6
2023,1480000,3,4070,11
2024,475000,3,1250,7
2025,719950,3,2190,8
2026,235000,1,810,7
2027,875000,3,2440,8
2028,380000,4,1740,7
2029,325000,3,1480,7
2030,475000,4,2120,9
2031,152900,1,900,6
2032,210000,2,1190,6
2033,350000,4,1010,6
2034,505000,3,2100,8
2035,464900,4,2020,7
2036,650000,3,2520,8
2037,369950,2,1370,8
2038,250000,3,1530,7
2039,320000,3,1530,7
2040,2532000,4,5040,10
2041,340000,4,2530,7
2042,440000,2,1010,5
2043,219950,3,1200,7
2044,940000,4,2720,9
2045,399950,4,1850,6
2046,1568000,3,2340,9
2047,528000,4,1860,7
2048,545000,4,1940,8
2049,575000,2,1680,8
2050,235000,4,1770,8
2051,272000,3,1790,8
2052,380000,4,1720,8
2053,195000,3,1280,7
2054,297000,3,1690,7
2055,349000,4,2190,8
2056,320000,2,710,6
2057,319990,4,1890,7
2058,439900,2,1410,8
2059,429000,3,2210,8
2060,272500,3,1540,7
2061,400000,4,1350,7
2062,462000,5,1380,7
2063,510000,2,890,7
2064,550000,3,1900,8
2065,150000,3,1240,6
2066,460000,3,1730,7
2067,632500,4,2090,10
2068,361000,3,1650,7
2069,437000,3,1130,8
2070,370000,6,3240,6
2071,884250,4,3840,10
2072,225000,3,1200,6
2073,235000,2,870,6
2074,767500,6,2410,9
2075,1200000,3,1560,6
2076,715000,3,2410,9
2077,417000,4,2300,7
2078,199000,3,1390,7
2079,875000,5,2920,8
2080,545000,4,1370,7
2081,192500,2,950,6
2082,822500,3,3090,10
2083,800000,4,2390,9
2084,1250000,3,2070,9
2085,3850000,4,5770,11
2086,295000,3,1460,7
